net,length_um
_04879_,6.64
_05001_,6.64
_05153_,6.64
_05479_,6.64
_05809_,6.64
_05889_,6.64
_06168_,6.64
_06187_,6.64
_06244_,6.64
_06843_,6.64
_07809_,6.64
_08773_,6.64
_09250_,6.64
_09557_,6.64
_09779_,6.64
_10365_,6.64
_10485_,6.64
_10731_,6.64
_11332_,6.64
_12557_,6.64
_13269_,6.64
_13598_,6.64
_14019_,6.64
_14331_,6.64
u_s1.delay_line_im\[0\]\[13\],6.64
_00869_,6.62
_01780_,6.62
_03507_,6.62
_04689_,6.62
_05137_,6.62
_05274_,6.62
_08316_,6.62
_08882_,6.62
_09069_,6.62
_12384_,6.62
_12520_,6.62
_00651_,6.61
_00057_,6.6
_00521_,6.6
_02341_,6.6
_03002_,6.6
_03118_,6.6
_03599_,6.6
_04274_,6.6
_04276_,6.6
_04291_,6.6
_04951_,6.6
_04952_,6.6
_05556_,6.6
_05619_,6.6
_05626_,6.6
_05957_,6.6
_06228_,6.6
_07506_,6.6
_08135_,6.6
_10253_,6.6
_10332_,6.6
_10396_,6.6
_10484_,6.6
_10605_,6.6
_10743_,6.6
_10854_,6.6
_10990_,6.6
_11169_,6.6
_11752_,6.6
_12033_,6.6
_12118_,6.6
_12391_,6.6
_13114_,6.6
_14013_,6.6
u_s2.delay_line_im\[2\]\[6\],6.6
_12622_,6.59
_03375_,6.58
_05478_,6.58
_07836_,6.58
u_s3.delay_line_re\[0\]\[15\],6.58
_13509_,6.57
_05024_,6.55
_01738_,6.54
_05602_,6.54
_05707_,6.54
_09442_,6.54
_10060_,6.54
_12051_,6.54
u_s2.delay_line_re\[0\]\[3\],6.54
_00778_,6.52
_00897_,6.52
_01151_,6.52
_01412_,6.52
_01526_,6.52
_01735_,6.52
_02412_,6.52
_03900_,6.52
_04221_,6.52
_04500_,6.52
_07475_,6.52
_08071_,6.52
_08786_,6.52
_09916_,6.52
_10162_,6.52
_10962_,6.52
_11034_,6.52
_11526_,6.52
_11592_,6.52
_12143_,6.52
_12417_,6.52
_12476_,6.52
_12912_,6.52
_13149_,6.52
_13436_,6.52
_13519_,6.52
_13695_,6.52
_13816_,6.52
_13824_,6.52
_14471_,6.52
u_s2.delay_line_im\[3\]\[4\],6.52
_02635_,6.5
_04324_,6.5
_05768_,6.5
_07539_,6.5
_07752_,6.5
_10310_,6.5
_12870_,6.5
_14160_,6.5
u_s2.delay_line_re\[1\]\[0\],6.5
_04994_,6.49
_00039_,6.48
_03737_,6.48
_04766_,6.48
_04976_,6.48
_07110_,6.48
_08564_,6.48
_09223_,6.48
_11159_,6.48
_13379_,6.48
_14431_,6.48
_11790_,6.475
_00071_,6.465
_02173_,6.45
_09242_,6.45
_01306_,6.44
_07479_,6.44
_13893_,6.44
_02803_,6.42
_02906_,6.42
_04570_,6.42
_04813_,6.42
_06715_,6.42
_07112_,6.42
u_s2.delay_line_im\[2\]\[12\],6.42
u_s2.delay_line_re\[1\]\[1\],6.42
net127,6.42
_00799_,6.415
_05302_,6.41
_02218_,6.4
_02343_,6.4
_03056_,6.4
_03254_,6.4
_03385_,6.4
_03788_,6.4
_04737_,6.4
_04980_,6.4
_05170_,6.4
_05176_,6.4
_05253_,6.4
_07172_,6.4
_07992_,6.4
_08513_,6.4
_08884_,6.4
_09633_,6.4
_10588_,6.4
_11242_,6.4
_11401_,6.4
_11679_,6.4
_11944_,6.4
_12780_,6.4
_12997_,6.4
_13606_,6.4
_13772_,6.4
u_s2.delay_line_im\[2\]\[7\],6.4
u_s3.delay_line_im\[0\]\[5\],6.4
_00085_,6.38
_00391_,6.38
_00462_,6.38
_05244_,6.38
_01606_,6.36
_01614_,6.36
_04370_,6.36
_05364_,6.36
_08551_,6.36
_11614_,6.36
_12718_,6.36
net82,6.36
_06765_,6.35
_09559_,6.35
_12050_,6.33
_04075_,6.32
_05999_,6.32
_06487_,6.32
_11539_,6.32
_12602_,6.32
_13780_,6.32
_00037_,6.3
_00244_,6.3
_00668_,6.3
_00835_,6.3
_01085_,6.3
_01801_,6.3
_02555_,6.3
_03559_,6.3
_04277_,6.3
_04387_,6.3
_05400_,6.3
_05408_,6.3
_05785_,6.3
_05795_,6.3
_06234_,6.3
_06382_,6.3
_06548_,6.3
_06691_,6.3
_06816_,6.3
_08160_,6.3
_08705_,6.3
_10151_,6.3
_10433_,6.3
_10560_,6.3
_10578_,6.3
_10729_,6.3
_10898_,6.3
_11392_,6.3
_11702_,6.3
_12177_,6.3
_12779_,6.3
_13799_,6.3
_14044_,6.3
_14054_,6.3
_14098_,6.3
_14230_,6.3
u_s1.delay_line_re\[1\]\[7\],6.3
net60,6.3
_06616_,6.29
_02309_,6.28
_03948_,6.28
_04310_,6.28
_05778_,6.28
_06401_,6.28
_06529_,6.28
_06658_,6.28
_07655_,6.28
_08965_,6.28
_08966_,6.28
_09708_,6.28
_10136_,6.28
_11462_,6.28
_11663_,6.28
_11668_,6.28
_11968_,6.28
_12138_,6.28
_12820_,6.28
_12964_,6.28
_13706_,6.28
_13766_,6.28
_13783_,6.28
_02525_,6.265
_00277_,6.26
_00356_,6.26
_00496_,6.26
_01492_,6.26
_02279_,6.26
_02425_,6.26
_02678_,6.26
_04787_,6.26
_05174_,6.26
_07028_,6.26
_08430_,6.26
_08614_,6.26
_09497_,6.26
_09600_,6.26
_10172_,6.26
_10622_,6.26
_10742_,6.26
_10826_,6.26
_13273_,6.26
_13812_,6.26
_00042_,6.24
_00892_,6.23
out_im[7],6.21
_00613_,6.2
_00779_,6.2
_03130_,6.2
_03920_,6.2
_03923_,6.2
_04931_,6.2
_05577_,6.2
_05678_,6.2
_05866_,6.2
_06105_,6.2
_07119_,6.2
_07485_,6.2
_07986_,6.2
_08010_,6.2
_08190_,6.2
_10653_,6.2
_11885_,6.2
_12239_,6.2
_12470_,6.2
_12494_,6.2
_12537_,6.2
_13175_,6.2
_13611_,6.2
_13764_,6.2
_13987_,6.2
_14024_,6.2
_00163_,6.18
_00495_,6.18
_01919_,6.18
_03009_,6.18
_03251_,6.18
_03276_,6.18
_03280_,6.18
_03284_,6.18
_03305_,6.18
_03739_,6.18
_04873_,6.18
_05165_,6.18
_05639_,6.18
_05777_,6.18
_06079_,6.18
_06199_,6.18
_06243_,6.18
_06379_,6.18
_06617_,6.18
_06645_,6.18
_07078_,6.18
_08055_,6.18
_08648_,6.18
_08958_,6.18
_09177_,6.18
_09406_,6.18
_09654_,6.18
_09901_,6.18
_10295_,6.18
_10503_,6.18
_10603_,6.18
_10681_,6.18
_11252_,6.18
_11474_,6.18
_11802_,6.18
_11812_,6.18
_12009_,6.18
_12684_,6.18
_12879_,6.18
_12946_,6.18
_13026_,6.18
_13424_,6.18
_13551_,6.18
_13869_,6.18
_13918_,6.18
_13958_,6.18
_14110_,6.18
_14188_,6.18
u_s1.delay_line_re\[3\]\[3\],6.18
net56,6.18
_10463_,6.17
_00749_,6.16
_00802_,6.16
_01670_,6.16
_02256_,6.16
_02668_,6.16
_04312_,6.16
_06679_,6.16
_10390_,6.16
_10680_,6.16
_11205_,6.16
_12993_,6.16
_13214_,6.16
_03888_,6.145
_00739_,6.14
_00864_,6.14
_01291_,6.14
_02031_,6.14
_02462_,6.14
_03235_,6.14
_03346_,6.14
_04127_,6.14
_04444_,6.14
_04659_,6.14
_04848_,6.14
_04907_,6.14
_05284_,6.14
_05555_,6.14
_06098_,6.14
_06727_,6.14
_06873_,6.14
_08257_,6.14
_09001_,6.14
_09467_,6.14
_09733_,6.14
_09745_,6.14
_09939_,6.14
_10853_,6.14
_10869_,6.14
_11320_,6.14
_11363_,6.14
_11849_,6.14
_11872_,6.14
_12036_,6.14
_12460_,6.14
_13364_,6.14
_13505_,6.14
_14116_,6.14
_05855_,6.12
_05324_,6.11
in_re[8],6.09
_01016_,6.08
_04272_,6.08
_06136_,6.08
_06258_,6.08
_06597_,6.08
_06806_,6.08
_08720_,6.08
_13182_,6.08
_00409_,6.06
_01387_,6.06
_01921_,6.06
_02118_,6.06
_02560_,6.06
_02961_,6.06
_03398_,6.06
_03908_,6.06
_04192_,6.06
_04450_,6.06
_05236_,6.06
_05451_,6.06
_05576_,6.06
_05709_,6.06
_06427_,6.06
_07649_,6.06
_07699_,6.06
_07744_,6.06
_08011_,6.06
_09003_,6.06
_09423_,6.06
_09637_,6.06
_10439_,6.06
_10747_,6.06
_12026_,6.06
_12163_,6.06
_12541_,6.06
_13610_,6.06
u_s2.delay_line_im\[2\]\[14\],6.06
_01457_,6.05
_03110_,6.04
_03527_,6.04
_05028_,6.04
_05623_,6.04
_10322_,6.04
_11455_,6.04
u_s3.delay_line_im\[0\]\[13\],6.04
u_s3.delay_line_re\[1\]\[5\],6.04
_00315_,6.02
_03724_,6.02
_05617_,6.02
u_s1.delay_line_re\[4\]\[12\],6.02
_03960_,5.99
_04343_,5.98
_06182_,5.98
_06545_,5.98
_08971_,5.98
_09225_,5.98
_11714_,5.98
_14212_,5.98
net124,5.98
_00038_,5.96
_00373_,5.96
_02879_,5.96
_05008_,5.96
_05355_,5.96
_10325_,5.96
_10768_,5.96
_11905_,5.96
_12567_,5.96
_12707_,5.96
_13265_,5.96
_13280_,5.96
_10276_,5.95
_00019_,5.94
_00143_,5.94
_01275_,5.94
_01395_,5.94
_01407_,5.94
_02756_,5.94
_03234_,5.94
_03640_,5.94
_04159_,5.94
_05215_,5.94
_05233_,5.94
_06169_,5.94
_06872_,5.94
_08247_,5.94
_08484_,5.94
_09370_,5.94
_09480_,5.94
_10951_,5.94
_12017_,5.94
_12672_,5.94
_12952_,5.94
_13084_,5.94
_13101_,5.94
_13535_,5.94
u_s1.delay_line_im\[0\]\[10\],5.94
_05675_,5.935
_05633_,5.93
_01450_,5.92
_02068_,5.92
_02339_,5.92
_03714_,5.92
_05277_,5.92
_08502_,5.92
_11598_,5.92
_13536_,5.92
u_s2.delay_line_re\[3\]\[14\],5.92
_04646_,5.9
_05082_,5.9
_06338_,5.9
_06952_,5.9
_13620_,5.9
_09372_,5.87
_00241_,5.86
_00376_,5.86
_00829_,5.86
_01072_,5.86
_02361_,5.86
_02768_,5.86
_02814_,5.86
_05063_,5.86
_05765_,5.86
_06196_,5.86
_06430_,5.86
_06547_,5.86
_07563_,5.86
_08176_,5.86
_09140_,5.86
_09861_,5.86
_11388_,5.86
_11493_,5.86
_12486_,5.86
_12493_,5.86
_12994_,5.86
_14147_,5.86
_03163_,5.855
_06147_,5.85
_00109_,5.84
_00176_,5.84
_00485_,5.84
_00826_,5.84
_00979_,5.84
_01221_,5.84
_01630_,5.84
_01699_,5.84
_01903_,5.84
_02130_,5.84
_02453_,5.84
_02516_,5.84
_02881_,5.84
_02949_,5.84
_02995_,5.84
_03093_,5.84
_03745_,5.84
_04033_,5.84
_04260_,5.84
_04296_,5.84
_04353_,5.84
_04635_,5.84
_05604_,5.84
_06212_,5.84
_06246_,5.84
_06271_,5.84
_06332_,5.84
_06424_,5.84
_06663_,5.84
_06829_,5.84
_07749_,5.84
_08031_,5.84
_10381_,5.84
_10581_,5.84
_10782_,5.84
_10812_,5.84
_11751_,5.84
_12025_,5.84
_12114_,5.84
_12205_,5.84
_12592_,5.84
_13366_,5.84
_13540_,5.84
_13644_,5.84
_13847_,5.84
_13991_,5.84
_14004_,5.84
_14015_,5.84
_14183_,5.84
u_s1.delay_line_re\[6\]\[9\],5.84
_01266_,5.82
_02169_,5.82
_03168_,5.82
_05286_,5.82
_06041_,5.82
_08607_,5.82
_09890_,5.82
_11410_,5.82
_11472_,5.82
_11607_,5.82
_11774_,5.82
_12390_,5.82
_13842_,5.82
_14075_,5.82
_10174_,5.81
_00129_,5.8
_00153_,5.8
_01767_,5.8
_02875_,5.8
_03248_,5.8
_04783_,5.8
_06250_,5.8
_06336_,5.8
_06641_,5.8
_06753_,5.8
_07246_,5.8
_08485_,5.8
_09023_,5.8
_09222_,5.8
_09254_,5.8
_09539_,5.8
_09670_,5.8
_09865_,5.8
_09870_,5.8
_09932_,5.8
_10006_,5.8
_10039_,5.8
_10078_,5.8
_10589_,5.8
_10748_,5.8
_12415_,5.8
_12589_,5.8
_12642_,5.8
_14072_,5.8
net123,5.8
_00579_,5.79
_01039_,5.78
_10847_,5.78
_05450_,5.775
_11852_,5.77
_09530_,5.765
_01434_,5.76
_00177_,5.745
u_s1.delay_line_re\[5\]\[2\],5.745
_00645_,5.74
_00856_,5.74
_03342_,5.74
_03770_,5.74
_03893_,5.74
_05796_,5.74
_05856_,5.74
_06239_,5.74
_06278_,5.74
_06404_,5.74
_06558_,5.74
_07534_,5.74
_09301_,5.74
_09505_,5.74
_09688_,5.74
_10013_,5.74
_10262_,5.74
_10855_,5.74
_12585_,5.74
_12703_,5.74
_13249_,5.74
_13992_,5.74
_14007_,5.74
_14029_,5.74
_14048_,5.74
u_s4.delay_line_im\[0\]\[10\],5.74
_00160_,5.72
_00961_,5.72
_00988_,5.72
_01284_,5.72
_01344_,5.72
_03189_,5.72
_03487_,5.72
_03895_,5.72
_05045_,5.72
_05340_,5.72
_05366_,5.72
_05779_,5.72
_05805_,5.72
_06066_,5.72
_06481_,5.72
_06864_,5.72
_06956_,5.72
_06970_,5.72
_07007_,5.72
_07121_,5.72
_07759_,5.72
_08602_,5.72
_08616_,5.72
_08977_,5.72
_09347_,5.72
_09397_,5.72
_10027_,5.72
_10054_,5.72
_10099_,5.72
_10179_,5.72
_10281_,5.72
_10297_,5.72
_10665_,5.72
_10830_,5.72
_10836_,5.72
_11247_,5.72
_11277_,5.72
_12157_,5.72
_12511_,5.72
_12590_,5.72
_12697_,5.72
_12746_,5.72
_12782_,5.72
_12815_,5.72
_12840_,5.72
_12871_,5.72
_13060_,5.72
_13440_,5.72
_13477_,5.72
_13590_,5.72
_13615_,5.72
_13631_,5.72
_13720_,5.72
_13802_,5.72
_14069_,5.72
u_s1.delay_line_im\[3\]\[12\],5.72
u_s1.delay_line_re\[3\]\[14\],5.72
_02742_,5.7
_07245_,5.7
_07559_,5.7
_08947_,5.7
_12426_,5.7
_14216_,5.7
u_s2.delay_line_im\[3\]\[3\],5.7
_00913_,5.68
_01078_,5.68
_01161_,5.68
_01245_,5.68
_01804_,5.68
_03270_,5.68
_03275_,5.68
_03563_,5.68
_04233_,5.68
_04251_,5.68
_04259_,5.68
_04386_,5.68
_04716_,5.68
_05029_,5.68
_05096_,5.68
_05155_,5.68
_05827_,5.68
_06110_,5.68
_06571_,5.68
_06794_,5.68
_06868_,5.68
_08142_,5.68
_08588_,5.68
_08742_,5.68
_08908_,5.68
_09259_,5.68
_09421_,5.68
_09648_,5.68
_10775_,5.68
_10861_,5.68
_10930_,5.68
_12258_,5.68
_12829_,5.68
_12956_,5.68
_13712_,5.68
_13892_,5.68
_13944_,5.68
_14016_,5.68
_14063_,5.68
u_s1.delay_line_im\[7\]\[11\],5.68
u_s4.delay_line_im\[0\]\[5\],5.68
_11540_,5.67
_12931_,5.67
in_im[3],5.63
in_im[5],5.63
_01721_,5.62
_02183_,5.62
_02860_,5.62
_04901_,5.62
_05130_,5.62
_10563_,5.62
_11499_,5.62
_00030_,5.6
_02356_,5.6
_03603_,5.6
_03682_,5.6
_03728_,5.6
_03754_,5.6
_03784_,5.6
_03796_,5.6
_04258_,5.6
_04364_,5.6
_05266_,5.6
_05310_,5.6
_05529_,5.6
_06159_,5.6
_08962_,5.6
_09389_,5.6
_09535_,5.6
_09917_,5.6
_09925_,5.6
_10513_,5.6
_11733_,5.6
_11816_,5.6
_12549_,5.6
_13395_,5.6
_13597_,5.6
_14162_,5.6
_14196_,5.6
_03343_,5.595
_06313_,5.58
_11234_,5.58
_12499_,5.58
_12553_,5.58
_12248_,5.57
_00028_,5.56
_00234_,5.56
_04508_,5.56
_05693_,5.56
_09858_,5.56
_13245_,5.56
u_s1.delay_line_im\[3\]\[15\],5.56
_01308_,5.53
_03622_,5.53
_00089_,5.525
_00094_,5.525
_01665_,5.52
_02200_,5.52
_05508_,5.52
_05600_,5.52
_08411_,5.52
_09476_,5.52
_14133_,5.52
_00249_,5.5
_00486_,5.5
_01176_,5.5
_04244_,5.5
_05659_,5.5
_09658_,5.5
_11694_,5.5
_11917_,5.5
_13517_,5.5
_11412_,5.49
_00077_,5.48
_00467_,5.48
_01440_,5.48
_02424_,5.48
_02625_,5.48
_03300_,5.48
_03880_,5.48
_05179_,5.48
_05196_,5.48
_05409_,5.48
_05526_,5.48
_05844_,5.48
_06385_,5.48
_06413_,5.48
_06657_,5.48
_06862_,5.48
_07470_,5.48
_08442_,5.48
_09664_,5.48
_09683_,5.48
_10324_,5.48
_10374_,5.48
_10512_,5.48
_10559_,5.48
_10631_,5.48
_12501_,5.48
_13575_,5.48
_13779_,5.48
_13902_,5.48
u_s4.delay_line_re\[0\]\[14\],5.48
_00014_,5.46
_00408_,5.46
_01793_,5.46
_03656_,5.46
_06304_,5.46
_12029_,5.46
_10520_,5.41
in_im[6],5.41
_00414_,5.4
_00695_,5.4
_02389_,5.4
_03467_,5.4
_04209_,5.4
_04476_,5.4
_04517_,5.4
_06277_,5.4
_06342_,5.4
_06576_,5.4
_06807_,5.4
_07149_,5.4
_08909_,5.4
_11071_,5.4
_11453_,5.4
_11510_,5.4
_11915_,5.4
_12624_,5.4
_13077_,5.4
_13197_,5.4
_13466_,5.4
_02915_,5.395
_00099_,5.38
_00110_,5.38
_00170_,5.38
_00204_,5.38
_00431_,5.38
_00461_,5.38
_00513_,5.38
_01413_,5.38
_01842_,5.38
_02124_,5.38
_02168_,5.38
_03379_,5.38
_03459_,5.38
_03517_,5.38
_03892_,5.38
_04453_,5.38
_04963_,5.38
_05120_,5.38
_05238_,5.38
_05455_,5.38
_05530_,5.38
_06094_,5.38
_06155_,5.38
_06399_,5.38
_06587_,5.38
_06684_,5.38
_06699_,5.38
_06791_,5.38
_06935_,5.38
_08813_,5.38
_09342_,5.38
_10319_,5.38
_10360_,5.38
_11338_,5.38
_11409_,5.38
_11557_,5.38
_12070_,5.38
_12133_,5.38
_12214_,5.38
_12310_,5.38
_12688_,5.38
_13088_,5.38
_13212_,5.38
_13315_,5.38
_13788_,5.38
_13953_,5.38
_13956_,5.38
_14114_,5.38
_14386_,5.38
u_s1.delay_line_re\[1\]\[8\],5.38
u_s2.delay_line_im\[2\]\[9\],5.38
_01032_,5.37
_06255_,5.37
_02127_,5.36
_02465_,5.36
_03536_,5.36
_04009_,5.36
_06322_,5.36
_08570_,5.36
_09744_,5.36
_10313_,5.36
_10448_,5.36
_10752_,5.36
_11489_,5.36
_11570_,5.36
_12441_,5.36
_12745_,5.36
_12750_,5.36
u_s1.delay_line_re\[3\]\[4\],5.36
u_s4.delay_line_re\[0\]\[9\],5.36
net133,5.36
_02013_,5.35
_00009_,5.34
_00020_,5.34
_00188_,5.34
_00352_,5.34
_03957_,5.34
_04263_,5.34
_04281_,5.34
_04676_,5.34
_05080_,5.34
_05115_,5.34
_05208_,5.34
_05798_,5.34
_05829_,5.34
_06183_,5.34
_06290_,5.34
_07045_,5.34
_10227_,5.34
_10284_,5.34
_12207_,5.34
_13632_,5.34
net122,5.34
_04238_,5.315
_02050_,5.29
_03681_,5.29
_03685_,5.29
in_im[14],5.29
_00807_,5.28
_03598_,5.28
_04198_,5.28
_05275_,5.28
_05862_,5.28
_06249_,5.28
_06330_,5.28
_07808_,5.28
_08397_,5.28
_10524_,5.28
_11633_,5.28
_11907_,5.28
_12291_,5.28
_12543_,5.28
_12579_,5.28
_13205_,5.28
_13340_,5.28
u_s1.delay_line_im\[3\]\[8\],5.28
_00775_,5.27
_00475_,5.26
_01044_,5.26
_01276_,5.26
_01923_,5.26
_02355_,5.26
_03783_,5.26
_04311_,5.26
_04753_,5.26
_04850_,5.26
_04877_,5.26
_04933_,5.26
_05047_,5.26
_05607_,5.26
_05861_,5.26
_06260_,5.26
_06543_,5.26
_06883_,5.26
_07160_,5.26
_07764_,5.26
_08036_,5.26
_08066_,5.26
_08676_,5.26
_08700_,5.26
_08916_,5.26
_09099_,5.26
_09392_,5.26
_09821_,5.26
_10062_,5.26
_10092_,5.26
_10189_,5.26
_10372_,5.26
_10506_,5.26
_10684_,5.26
_10876_,5.26
_10926_,5.26
_10963_,5.26
_11364_,5.26
_11726_,5.26
_11759_,5.26
_11793_,5.26
_11911_,5.26
_11982_,5.26
_12122_,5.26
_12301_,5.26
_12381_,5.26
_12948_,5.26
_13261_,5.26
_13656_,5.26
_13774_,5.26
_13838_,5.26
_13913_,5.26
_14229_,5.26
_09822_,5.255
_03132_,5.24
_03180_,5.24
_03556_,5.24
_05036_,5.24
_07949_,5.24
_09218_,5.24
_10007_,5.24
_11552_,5.24
_00386_,5.225
_00914_,5.22
_01322_,5.22
_02290_,5.22
_02499_,5.22
_04082_,5.22
_04721_,5.22
_04831_,5.22
_05086_,5.22
_05762_,5.22
_05976_,5.22
_07066_,5.22
_07244_,5.22
_08352_,5.22
_08527_,5.22
_09366_,5.22
_09566_,5.22
_10041_,5.22
_10164_,5.22
_10871_,5.22
_11658_,5.22
_12095_,5.22
_12976_,5.22
_13875_,5.22
_13945_,5.22
_14033_,5.22
_14049_,5.22
_14079_,5.22
_14150_,5.22
_11390_,5.21
_12937_,5.19
_00061_,5.185
_05332_,5.17
_01615_,5.16
_07013_,5.16
_07570_,5.16
_08994_,5.16
_09685_,5.16
_09912_,5.16
_10184_,5.16
_13023_,5.16
_13034_,5.16
_01554_,5.14
_01604_,5.14
_01750_,5.14
_02062_,5.14
_02571_,5.14
_03635_,5.14
_03706_,5.14
_04437_,5.14
_04806_,5.14
_07286_,5.14
_07937_,5.14
_07989_,5.14
_08106_,5.14
_08554_,5.14
_08728_,5.14
_09143_,5.14
_09191_,5.14
_10073_,5.14
_10579_,5.14
_11344_,5.14
_11844_,5.14
_12117_,5.14
_12366_,5.14
_12706_,5.14
u_s3.delay_line_im\[1\]\[12\],5.14
net101,5.14
_01965_,5.12
_10128_,5.12
_11674_,5.12
_04644_,5.11
_00377_,5.1
_04316_,5.1
_12774_,5.09
_09440_,5.08
_09755_,5.07
_02243_,5.06
_02407_,5.06
_02824_,5.06
_04257_,5.06
_04875_,5.06
_06301_,5.06
_07964_,5.06
_09979_,5.06
_11479_,5.06
_11857_,5.06
_13663_,5.05
_00173_,5.04
_02086_,5.04
_02856_,5.04
_08439_,5.04
_09167_,5.04
_10235_,5.04
_10389_,5.04
_03359_,5.035
_09129_,5.03
_13236_,5.03
_00083_,5.02
_00810_,5.02
_00940_,5.02
_02988_,5.02
_03045_,5.02
_03315_,5.02
_03531_,5.02
_03572_,5.02
_03997_,5.02
_04630_,5.02
_04771_,5.02
_04815_,5.02
_05337_,5.02
_05360_,5.02
_06156_,5.02
_07958_,5.02
_08495_,5.02
_08929_,5.02
_09321_,5.02
_10428_,5.02
_10700_,5.02
_11161_,5.02
_12294_,5.02
_13931_,5.02
_00215_,5
_00265_,5
_00362_,5
_00478_,5
_00483_,5
_09872_,5
_11371_,5
_11961_,5
_01445_,4.94
_02464_,4.94
_02495_,4.94
_03181_,4.94
_03182_,4.94
_04089_,4.94
_04305_,4.94
_05932_,4.94
_06270_,4.94
_07588_,4.94
_08152_,4.94
_09062_,4.94
_09205_,4.94
_10359_,4.94
_10655_,4.94
_11500_,4.94
_13040_,4.94
_13929_,4.94
_00052_,4.92
_00097_,4.92
_00275_,4.92
_00327_,4.92
_00394_,4.92
_00488_,4.92
_00772_,4.92
_01100_,4.92
_01141_,4.92
_01200_,4.92
_01622_,4.92
_01806_,4.92
_02138_,4.92
_02568_,4.92
_03509_,4.92
_04144_,4.92
_04746_,4.92
_04905_,4.92
_04978_,4.92
_05066_,4.92
_05261_,4.92
_05719_,4.92
_05723_,4.92
_05816_,4.92
_08418_,4.92
_08534_,4.92
_08611_,4.92
_08624_,4.92
_08729_,4.92
_08795_,4.92
_09481_,4.92
_09663_,4.92
_10210_,4.92
_11080_,4.92
_11257_,4.92
_11576_,4.92
_11894_,4.92
_11914_,4.92
_12000_,4.92
_12551_,4.92
_12710_,4.92
_13661_,4.92
_13786_,4.92
_13790_,4.92
_13971_,4.92
_14504_,4.92
u_s1.delay_line_im\[3\]\[7\],4.92
_00661_,4.9
_01277_,4.9
_02092_,4.9
_02682_,4.9
_02946_,4.9
_03033_,4.9
_03061_,4.9
_03644_,4.9
_03956_,4.9
_07384_,4.9
_08447_,4.9
_08787_,4.9
_12448_,4.9
u_s4.delay_line_re\[0\]\[6\],4.9
_00671_,4.88
_01460_,4.88
_01602_,4.88
_02067_,4.88
_02239_,4.88
_03264_,4.88
_03574_,4.88
_03741_,4.88
_04078_,4.88
_04426_,4.88
_04773_,4.88
_05011_,4.88
_05267_,4.88
_05559_,4.88
_05699_,4.88
_05742_,4.88
_05850_,4.88
_05857_,4.88
_05864_,4.88
_06087_,4.88
_07051_,4.88
_07386_,4.88
_07708_,4.88
_07842_,4.88
_09330_,4.88
_09753_,4.88
_09918_,4.88
_10331_,4.88
_10479_,4.88
_10494_,4.88
_10856_,4.88
_10859_,4.88
_12612_,4.88
_12928_,4.88
_13274_,4.88
_13943_,4.88
_13969_,4.88
_14057_,4.88
_14139_,4.88
_02563_,4.87
_07449_,4.85
_11077_,4.85
_00655_,4.82
_00657_,4.82
_01046_,4.82
_03107_,4.82
_03365_,4.82
_04562_,4.82
_05109_,4.82
_05285_,4.82
_05427_,4.82
_05716_,4.82
_05973_,4.82
_06209_,4.82
_06321_,4.82
_06682_,4.82
_08444_,4.82
_09528_,4.82
_09928_,4.82
_10632_,4.82
_10795_,4.82
_10818_,4.82
_11207_,4.82
_13465_,4.82
_13664_,4.82
_13988_,4.82
_14066_,4.82
_02422_,4.815
_00581_,4.8
_01006_,4.8
_01795_,4.8
_01879_,4.8
_02055_,4.8
_02324_,4.8
_02381_,4.8
_02745_,4.8
_03625_,4.8
_03658_,4.8
_03840_,4.8
_04448_,4.8
_04719_,4.8
_05127_,4.8
_05249_,4.8
_05304_,4.8
_05610_,4.8
_05656_,4.8
_05808_,4.8
_06017_,4.8
_06073_,4.8
_06296_,4.8
_06511_,4.8
_06620_,4.8
_06906_,4.8
_06909_,4.8
_07096_,4.8
_07646_,4.8
_08382_,4.8
_08494_,4.8
_08524_,4.8
_08552_,4.8
_08578_,4.8
_08876_,4.8
_08919_,4.8
_09019_,4.8
_09227_,4.8
_09532_,4.8
_09599_,4.8
_09691_,4.8
_10257_,4.8
_10808_,4.8
_11067_,4.8
_11295_,4.8
_11351_,4.8
_11367_,4.8
_11386_,4.8
_12077_,4.8
_12115_,4.8
_12156_,4.8
_12181_,4.8
_12469_,4.8
_12641_,4.8
_12654_,4.8
_12878_,4.8
_12905_,4.8
_13100_,4.8
_13703_,4.8
_13925_,4.8
_14017_,4.8
_14111_,4.8
_14258_,4.8
u_s1.delay_line_im\[1\]\[7\],4.8
u_s3.delay_line_re\[1\]\[11\],4.8
_02094_,4.78
_02216_,4.78
_06666_,4.78
_09064_,4.78
_11466_,4.78
_00076_,4.765
_00209_,4.765
_02639_,4.76
_03387_,4.76
_05185_,4.76
_05189_,4.76
_05239_,4.76
_05587_,4.76
_05837_,4.76
_06122_,4.76
_10895_,4.76
_11724_,4.76
_12018_,4.76
_13941_,4.76
_14051_,4.76
_14055_,4.76
_07761_,4.73
in_re[13],4.73
_00430_,4.725
_01010_,4.7
_01102_,4.7
_01717_,4.7
_05755_,4.7
_05842_,4.7
_06224_,4.7
_08353_,4.7
_12630_,4.7
_14365_,4.7
u_s1.delay_line_im\[0\]\[5\],4.7
u_s1.delay_line_im\[0\]\[9\],4.7
_00839_,4.68
_01811_,4.68
_01911_,4.68
_03661_,4.68
_03663_,4.68
_04473_,4.68
_05750_,4.68
_05927_,4.68
_08312_,4.68
_08877_,4.68
_09606_,4.68
_09915_,4.68
_10315_,4.68
